limit_balance,sex,marital_status,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,pay_amt_1,pay_amt_2,pay_amt_3,pay_amt_4,pay_amt_5,pay_amt_6,bill_amt_1,bill_amt_2,bill_amt_3,bill_amt_4,bill_amt_5,bill_amt_6,education_level,degree,default_payment_next_month
50000,2,2,23,0,0,0,0,2,0,1605,1603,3000,0,1000,1000,48409,39572,16922,19319,17644,18209,2,university,0
50000,2,2,23,0,0,-1,-1,2,0,1037,917,18436,0,699,580,16621,8044,917,18353,35836,18320,2,university,1
170000,2,2,26,2,0,0,0,2,0,4065,5727,7500,2000,4200,5000,111170,113387,115807,119857,117100,118079,2,university,1
30000,2,2,28,0,0,0,0,2,2,2000,2000,2200,0,1800,0,28347,29880,29588,30687,25637,26468,2,university,0
80000,2,1,34,0,0,2,2,2,0,5000,2000,2000,0,2000,2000,43321,47586,48525,49423,46132,47233,3,high school,1
100000,2,2,40,2,0,0,2,2,2,2000,4000,1000,2000,3000,0,40626,41945,45247,45208,46160,48268,2,university,1
50000,2,2,30,0,0,0,2,2,2,28019,13000,0,2000,1000,5000,19930,36105,29604,27764,28656,29087,1,graduate school,0
440000,1,1,62,0,0,0,-1,2,0,4909,499,959,0,925,1392,14721,5049,649,1108,150,1075,1,graduate school,0
50000,1,2,40,0,0,0,0,2,2,2000,2356,3494,2000,0,1725,55397,55877,57335,59595,55949,51225,3,high school,0
20000,2,2,24,0,0,0,0,2,0,1600,2000,4000,0,1500,2000,15451,16789,18203,19602,16121,15321,1,graduate school,1
80000,1,2,43,0,0,0,2,2,2,1270,1874,0,3313,0,291,19260,16902,15173,10493,10313,6687,2,university,0
210000,2,2,30,0,0,0,0,2,0,4400,4600,9086,0,1000,99100,77637,80205,82549,89170,56683,10496,2,university,0
50000,1,2,51,0,0,0,2,2,0,2000,2400,420,600,600,500,15096,16541,18356,18181,18285,10220,2,university,1
140000,2,1,45,0,0,0,2,2,2,3000,5000,2000,3000,2500,0,55444,57549,60971,61374,63243,64554,2,university,0
50000,1,1,40,0,0,2,2,2,2,5000,2175,5520,2000,302,2000,42511,46526,46831,50799,50540,48700,2,university,1
20000,1,1,33,0,0,0,2,2,-2,1275,3081,0,0,0,0,18706,17483,19509,18828,0,0,2,university,1
90000,1,1,35,0,0,2,2,2,2,3100,1000,0,1600,0,800,15952,18780,19177,18574,19721,19254,1,graduate school,1
140000,1,2,32,0,0,2,2,2,2,5400,600,2400,3500,0,1539,32678,37303,37114,38687,41338,40645,1,graduate school,0
60000,2,1,23,0,0,0,0,2,2,2230,2000,4300,1000,0,2000,59408,58844,43427,30408,30632,30021,2,university,0
50000,1,2,29,0,0,0,0,2,2,2000,1500,1800,0,2843,0,13192,14668,15614,17155,16741,19131,2,university,1
30000,2,2,44,0,0,3,2,2,2,7200,0,2100,1000,0,3000,21007,27506,26784,28123,27994,27029,3,high school,0
90000,2,2,28,0,0,2,2,2,2,5800,5400,5804,0,6700,0,87916,87459,88183,91204,89687,91060,1,graduate school,1
70000,2,1,32,0,0,2,2,2,2,3009,1500,0,3000,1000,0,15623,18370,19281,18674,21361,21872,2,university,1
60000,2,2,52,0,0,0,0,2,0,2167,2483,6084,0,1936,1850,60250,60585,61257,62697,60816,61685,3,high school,0
30000,2,1,29,0,0,2,2,2,2,3200,0,2905,0,1386,0,10456,13164,12668,15038,14502,15501,3,high school,1
40000,2,2,24,0,0,0,2,2,0,3000,3000,1500,0,1000,500,29782,32298,34610,35326,23489,11762,1,graduate school,1
50000,1,2,32,0,0,0,0,2,0,3000,1700,2600,0,10000,6000,32813,34973,35603,37595,29818,24416,2,university,1
60000,2,1,42,0,0,0,2,2,2,2760,4941,0,4675,2361,0,56166,58022,61331,55566,59331,60569,2,university,1
80000,1,2,27,0,0,2,2,2,0,50000,4000,2200,0,2300,5108,10100,59714,62163,62756,61149,62464,3,high school,0
90000,2,2,31,0,0,2,2,2,2,8000,4100,3000,0,7000,3100,77278,83357,85229,85939,83680,89319,1,graduate school,1
50000,1,1,37,0,0,2,2,2,2,3200,0,1800,1500,1500,2500,24801,27600,26858,28209,29108,29980,2,university,1
20000,1,2,24,0,0,2,3,2,2,3200,2200,0,800,0,1401,14068,16706,18342,17755,17967,17538,2,university,0
20000,2,1,47,0,0,0,0,2,0,1401,1306,2000,0,800,800,19753,19728,19763,20240,18955,15255,3,high school,0
140000,2,1,41,0,0,0,0,2,0,2100,2000,6000,0,2000,4200,43616,44710,45661,50880,49934,51106,2,university,0
120000,2,1,31,0,0,0,0,2,2,30000,5000,30000,3900,4000,3800,46736,75853,79570,106523,108614,107519,2,university,1
100000,2,1,29,0,0,0,2,2,2,2700,8000,4304,3000,0,3000,73742,75216,82006,84044,84532,80828,2,university,1
20000,1,1,51,0,0,0,0,2,2,1266,1270,2800,1000,0,512,14341,15371,16375,18905,19462,18967,3,high school,1
90000,1,2,27,0,0,0,2,2,2,2800,7400,3200,2600,2500,2500,56608,57897,63686,65233,66637,67882,1,graduate school,0
50000,2,1,35,0,0,2,2,2,0,4000,0,3700,0,2000,6000,44487,47438,46400,49276,48286,47915,1,graduate school,1
30000,1,2,35,0,0,2,2,2,0,5100,0,1949,0,912,2100,20290,24727,24031,25579,25030,25526,2,university,1
20000,1,2,25,0,0,0,0,2,2,1500,1400,2000,0,2500,0,17384,13648,13924,15685,15292,17524,2,university,0
30000,2,2,25,0,0,0,0,2,2,1500,1447,3000,0,2300,0,26769,27138,28122,29139,28534,30360,3,high school,0
20000,2,2,23,0,0,0,0,2,0,2000,2000,5000,2000,1000,2000,4561,6474,8353,13192,14871,11536,2,university,0
30000,2,2,25,0,0,0,2,2,2,1448,2211,2000,1626,1049,11,25664,26693,28456,29687,30690,31093,2,university,0
50000,2,2,32,0,0,2,2,2,2,4000,0,3400,0,4000,0,41114,44131,43121,45795,44929,48179,2,university,1
260000,2,1,41,0,0,0,2,2,0,5700,9000,4500,0,5000,3700,137614,137133,134970,88806,86858,89970,3,high school,1
20000,1,2,24,2,0,0,2,2,2,1500,2000,0,1000,0,1000,4127,5557,7458,7192,7923,7647,2,university,1
70000,2,2,25,0,0,0,2,2,0,2000,4500,1200,0,1200,1185,70488,51152,35122,28633,28039,28621,2,university,0
50000,2,1,61,2,0,0,0,2,0,1135,1055,656,0,133,50,5016,6065,6985,6354,4908,3724,3,high school,0
50000,2,1,34,0,0,0,0,2,0,1538,1575,1582,593,242,17012,37643,29647,24965,7592,1582,1099,2,university,0
20000,1,2,32,0,0,0,0,2,2,1092,1106,628,0,762,0,4338,5355,6369,6891,6635,7287,3,high school,0
50000,2,2,25,0,0,0,0,2,2,2000,2000,3000,3000,0,3090,35427,36307,36989,38559,39958,38313,1,graduate school,0
20000,2,2,22,0,0,2,2,2,2,4500,0,1700,0,100,0,4400,4883,2829,3920,1997,1317,2,university,1
120000,1,2,35,0,0,0,2,2,0,3458,6300,3000,0,2103,2300,49485,52108,56950,58419,56885,57920,2,university,1
60000,2,2,23,0,0,0,2,2,0,1500,2867,1080,0,1319,2200,27104,28179,30586,30885,30268,30103,2,university,0
160000,1,1,39,0,0,0,2,2,0,1639,3683,1564,0,2053,3228,34171,34939,38038,38683,37764,39053,2,university,1
20000,1,1,28,0,0,0,2,2,3,2000,3300,0,2700,0,500,15226,16658,19374,18766,20859,20247,2,university,0
20000,1,2,23,2,0,0,2,2,2,1100,1500,0,600,0,600,3206,4093,5514,5277,5791,5550,1,graduate school,1
140000,2,2,31,0,0,0,2,2,2,1732,2278,3000,1892,0,1572,41314,42377,43923,43051,44109,43253,1,graduate school,0
150000,2,2,28,0,0,0,0,2,2,2000,2500,4300,2500,0,2800,49278,50156,51849,54659,55681,53878,2,university,0
10000,2,2,27,0,0,0,2,2,0,1400,2500,500,0,500,2000,8128,8470,10255,9389,8345,8572,1,graduate school,0
90000,2,2,28,0,0,0,2,2,2,1700,2404,1500,3000,2500,600,38355,39413,41181,41701,44000,45651,1,graduate school,0
70000,2,1,31,0,0,0,2,2,0,2000,3000,2000,0,1000,1000,9633,11462,14259,15525,14772,15380,3,high school,0
110000,1,2,30,0,0,0,0,2,2,3000,3000,9000,0,10000,3000,60290,61688,63100,70391,68661,77511,1,graduate school,0
240000,2,1,41,0,0,0,2,3,3,6500,6500,13500,2300,2002,0,102488,105785,109082,119221,118144,118029,1,graduate school,0
30000,1,2,41,-1,0,0,0,3,2,1182,1500,1761,0,0,1100,9736,10453,11771,13032,12538,12187,2,university,0
10000,2,2,46,0,0,2,2,3,2,1800,500,1000,0,0,800,2496,4245,4525,5450,5073,4843,2,university,1
20000,1,2,36,0,0,2,2,3,2,2749,0,2000,0,0,1230,11423,13976,13455,15227,14699,14313,2,university,0
100000,1,1,54,0,0,0,5,4,3,15000,15000,0,0,0,2700,46041,59526,72823,71105,69424,68006,3,high school,0
30000,2,2,22,0,0,-1,2,-1,-1,1013,1900,0,2558,2829,3000,10348,9287,1900,150,2558,2829,2,university,0
100000,1,1,40,0,0,0,-1,-1,-1,2975,2789,9779,12273,3105,16828,99958,76554,58610,9779,12273,2701,2,university,0
50000,1,2,30,0,0,0,0,-1,-1,1147,1169,1000,4986,390,390,9610,9132,8681,8039,4952,390,3,high school,1
230000,2,2,27,0,0,0,0,-1,-1,5097,1060,1000,4696,7062,10898,11406,10097,4600,3234,4696,7062,1,graduate school,0
140000,2,2,28,-1,0,0,-1,-1,-1,14000,3855,4991,3600,5500,4000,10833,14446,7609,4991,3400,3745,1,graduate school,0
260000,1,2,32,0,0,-2,-1,-1,-1,0,0,541,4538,166000,6000,60587,-83,-83,458,-7941,156600,2,university,0
50000,2,2,31,-1,0,-1,-1,-1,-2,30018,12787,3995,0,0,0,12725,34526,12787,3995,0,0,1,graduate school,0
310000,2,2,35,-1,0,0,0,-1,-1,20000,21890,15000,9481,19900,0,27089,37919,40136,31242,18962,9950,1,graduate school,0
750000,2,1,41,0,0,0,0,-1,-1,6817,2330,2705,50854,4913,550,184022,163441,92767,75696,35485,4889,1,graduate school,0
320000,2,2,27,-1,0,0,0,-1,0,5000,10000,36091,5800,0,464,19950,24544,31236,66091,5800,5800,1,graduate school,0
90000,2,2,39,-1,0,0,-2,-1,0,7639,11336,1501,13278,10022,14045,2618,8489,371,385,13273,20971,2,university,0
50000,1,2,26,0,0,-1,-1,-1,-1,0,11615,2756,7000,12025,1880,18838,385,11500,2756,7000,12025,2,university,0
360000,2,2,27,0,0,-1,-1,-1,-2,0,1150,1174,0,0,0,12389,-5,1145,1169,-1,-1,2,university,0
150000,2,2,42,0,0,0,0,-1,-1,1237,1354,5153,924,0,0,30643,31209,25977,30776,920,0,3,high school,0
300000,2,1,46,0,0,-1,0,-1,0,3000,3000,2500,2367,5000,3000,5287,5750,2977,4796,2367,7367,2,university,0
200000,2,1,38,0,0,0,-1,-1,2,101796,29894,13943,21865,0,26218,60473,151786,109495,13785,22173,10482,3,high school,0
210000,2,1,37,0,0,-2,-2,-1,-1,0,0,0,198,0,0,2960,0,0,0,198,0,1,graduate school,0
60000,2,1,40,0,0,0,-1,-1,-1,5000,1508,4790,6388,6046,17806,25158,18473,7506,4790,6388,5816,2,university,0
360000,2,1,30,0,0,-1,-1,-1,-1,1067,1341,2255,4164,0,211,6419,5290,1330,2255,4164,0,2,university,0
50000,2,2,53,0,0,0,-1,-1,2,1139,1002,13359,800,0,426,7343,7969,8832,10931,11578,10547,2,university,0
20000,2,1,27,0,0,0,0,-1,-1,1222,1200,1004,780,116,806,10489,8652,7143,6044,780,116,2,university,1
70000,2,2,27,0,0,0,0,-1,-1,5000,1900,2000,1223,70027,2600,69972,69528,67622,68922,1223,70027,1,graduate school,0
410000,1,1,41,0,0,0,0,-1,0,16000,17986,18545,1362,6,0,392906,400864,410877,419454,1356,1362,2,university,0
280000,2,2,30,0,0,0,0,-1,-1,7900,4157,0,5468,0,330,61282,53394,17644,0,5468,0,2,university,0
200000,1,2,31,0,0,0,-2,-1,0,1050,0,1302,100,0,0,6492,6069,-202,1201,1200,0,3,high school,0
50000,2,2,49,2,0,-1,-1,-1,0,2000,1000,19000,12500,2000,2000,38947,37799,3,18080,12227,13296,2,university,1
390000,2,1,39,0,0,-1,-1,-1,-1,12041,24353,6118,2550,828,0,42721,22836,24266,6088,2500,828,1,graduate school,0
150000,2,1,28,0,0,0,0,-1,-1,8000,2000,1000,759,0,0,70537,38474,9299,10299,759,0,3,high school,0
300000,1,2,41,0,0,0,-1,-1,2,1472,1000,1410,6297,0,19480,34480,31159,18580,1400,6297,977,2,university,0
150000,2,2,25,0,0,0,0,-1,0,5196,3171,3699,69245,1030,0,150562,148689,147296,144927,54116,6072,1,graduate school,0
210000,2,1,41,-1,0,-1,-1,-1,-1,42000,9600,7978,6728,6728,6728,13340,42862,9584,7978,6728,6728,2,university,0
120000,1,1,45,0,0,0,2,-1,-1,5000,10218,0,4500,4321,3000,22573,22506,12440,10218,3516,4321,2,university,0
100000,2,2,29,0,0,0,-1,-1,-1,5000,1000,2180,1949,717,39000,7815,11139,3708,2180,1949,717,2,university,0
50000,1,3,45,-1,0,-1,-1,-1,-1,1000,3008,5260,1025,5900,2800,24077,22385,3000,5260,1025,5900,3,high school,0
500000,1,2,43,0,0,0,-1,-1,-1,22650,0,3887,0,7413,0,504644,512650,0,3887,0,7413,1,graduate school,1
150000,2,2,34,0,0,0,0,-1,0,35837,8794,3454,98231,3486,2706,121764,150928,151428,111159,97154,98404,2,university,0
290000,2,1,28,0,0,0,-1,-1,-2,2026,3814,2452,0,0,0,24257,8723,6282,2440,0,0,2,university,0
50000,1,2,40,0,0,0,0,-1,0,1747,1515,3076,20693,679,653,50693,50019,36939,29500,19655,20067,3,high school,0
200000,2,2,26,-1,0,-1,0,-1,-1,2000,3438,50,38,0,0,980,2980,3438,2102,38,0,1,graduate school,0
80000,2,2,31,0,0,0,-1,-1,-1,8000,1000,939,2202,1369,4827,28788,27620,26352,939,2202,1369,2,university,0
50000,1,2,35,0,0,0,-1,-1,-1,4000,5300,1473,1473,3873,390,41646,43257,31473,1473,1473,3873,3,high school,0
80000,2,3,31,0,0,0,-1,-1,-1,1124,1010,1322,500,175,1331,5154,5390,6276,1322,500,175,3,high school,0
80000,1,1,49,0,0,0,0,-1,-1,2000,2000,2000,316,2523,316,5885,7001,8632,10316,316,2523,2,university,0
120000,2,2,29,0,0,0,2,-1,0,2000,5000,0,49920,1500,4000,9102,10626,15003,9270,46193,30774,2,university,0
70000,1,1,43,0,0,-1,-1,-1,0,2000,4540,39994,6850,10000,13000,16186,3680,4540,39994,6844,12308,2,university,0
80000,1,2,30,0,0,2,-1,-1,-2,33000,56,62877,0,41150,81000,53627,64913,19476,61302,0,0,2,university,0
20000,1,2,23,0,0,0,-1,-1,2,2000,0,1728,225,0,0,17821,19099,0,1728,1953,1780,2,university,0
300000,2,2,24,0,0,0,-1,-1,-1,5673,7000,7490,2962,0,0,26158,25673,14290,7490,2962,0,2,university,0
210000,2,1,27,0,0,-2,-1,-1,-2,0,0,1008,0,0,0,4700,0,0,1008,0,0,3,high school,0
70000,2,3,39,0,0,-1,0,-1,0,3000,11000,5000,3150,2000,4000,34244,32193,10803,15133,3148,4699,3,high school,0
130000,2,2,24,0,0,0,0,-1,-1,10095,7005,6013,2511,10358,5000,12163,21895,18885,19057,2511,10358,2,university,0
20000,2,2,25,0,0,0,-1,-1,-2,1081,600,1040,800,0,0,17693,13037,600,1040,0,0,1,graduate school,0
80000,2,2,31,0,0,0,0,-1,-1,2302,1774,1000,10287,3295,4122,15633,17536,17495,13198,10287,3275,2,university,0
30000,1,1,38,0,0,-1,-1,-1,-1,1500,5937,5888,1680,0,0,18526,12529,5937,5880,1680,0,2,university,1
110000,2,2,28,0,0,0,-1,-1,-1,2000,3000,410,1250,89035,3491,10048,8311,3404,407,1250,88628,2,university,0
290000,2,1,49,0,0,0,-1,-1,0,7600,7521,3804,160897,5198,6000,169004,166920,153092,3804,155233,148003,3,high school,0
20000,1,2,37,0,0,0,-1,-1,-2,1547,1350,1700,0,0,0,19716,20518,16551,1700,0,0,3,high school,0
20000,1,2,22,0,0,-2,-2,-1,-1,406,1101,736,1799,601,0,13540,397,998,734,1698,500,2,university,0
80000,2,1,26,0,0,-1,-1,-1,-2,1400,10935,2324,707,3,45906,40216,10400,10935,2318,-711,-708,2,university,0
100000,1,2,32,0,0,0,0,-1,-1,2460,2220,1400,1121,61067,2210,54483,45433,40870,10726,1121,61067,3,high school,0
50000,1,0,50,0,0,0,-1,-1,-1,2266,0,3400,2769,1700,0,45771,23343,0,3400,2769,0,3,high school,0
170000,1,1,38,-1,0,-1,-1,-1,0,15067,11572,3282,3282,0,3122,16480,21770,11507,715,3282,715,2,university,1
270000,2,2,29,0,0,0,0,-1,-1,10000,5000,3900,9486,2460,0,14728,20865,24812,12674,9486,2460,1,graduate school,0
130000,1,2,25,0,0,0,0,-1,0,4252,3000,1537,10000,21300,651,126454,128179,75525,76862,6131,27117,2,university,0
160000,2,2,29,0,0,0,-1,-1,0,5004,8004,400,16903,345,352,21898,23075,24010,400,16903,17248,2,university,0
140000,2,2,32,-1,0,0,0,-1,0,1231,1262,1000,38415,4000,4000,15497,15073,11755,7453,38415,31685,2,university,0
20000,1,2,37,0,0,0,-2,-1,0,10050,0,18047,7985,1000,2000,7440,15960,0,-1953,5985,6893,2,university,0
60000,2,1,59,0,0,0,0,-1,0,3298,3000,0,51301,2029,2083,59174,60922,61800,0,51301,52327,3,high school,0
20000,1,2,24,0,0,0,0,-1,-1,2000,1000,400,199,0,0,17895,19598,19701,3486,199,0,3,high school,0
20000,1,2,25,0,0,0,-2,-1,0,1000,0,0,3244,124,66,3400,4129,0,0,3244,3314,2,university,0
20000,1,1,30,0,0,0,0,-1,0,1500,1400,0,47700,700,1000,19131,17834,18790,-27490,20001,17985,3,high school,0
30000,1,2,28,-1,0,0,0,-1,-1,3000,5000,2000,780,0,0,27368,23023,27428,28720,780,0,2,university,1
300000,2,2,28,0,0,0,-1,-1,-2,1818,7217,7023,9383,3714,6546,9582,6803,7198,6975,9356,3697,1,graduate school,0
400000,1,1,30,-1,0,0,0,-1,-1,1200,1287,1000,5819,26957,507,11633,12294,13038,13751,5765,21784,2,university,0
60000,1,1,41,0,0,2,-1,-1,-1,6300,0,1236,720,17000,0,27130,32932,31938,1236,720,16884,2,university,1
230000,2,1,46,0,0,0,-1,-1,-1,1500,1000,476,476,476,1685,8136,3590,2936,476,476,476,2,university,0
140000,1,2,26,0,0,0,0,-1,0,26894,1500,11888,115440,23900,10586,84729,102693,41266,39634,115440,133580,1,graduate school,0
210000,2,1,34,0,0,0,0,-1,0,7000,7600,1019,36500,3000,3000,149092,153941,157358,3561,34600,32581,2,university,0
410000,1,2,32,-1,0,-1,-1,-1,-1,10000,7764,623,4695,5973,4421,3339,13047,7764,623,4695,4133,1,graduate school,0
50000,1,2,28,0,0,0,-1,-1,-1,2869,1527,16408,1444,0,0,44476,45984,20972,16359,1340,0,1,graduate school,0
20000,1,1,31,0,0,0,2,-1,-1,1161,2717,0,4733,1099,0,4596,5675,8231,2717,4733,1099,1,graduate school,1
30000,2,2,22,-1,0,-1,-1,-1,-1,1009,5572,3321,3154,3031,3339,2293,3158,5547,3312,3145,3022,2,university,0
260000,2,2,25,0,0,0,0,-1,0,5006,5000,5000,3491,3000,2000,16373,15249,15018,15520,3491,5651,2,university,1
170000,1,2,29,0,0,0,0,-1,0,164000,7000,5215,3500,2000,300,23070,186183,164405,93983,2806,1732,2,university,0
260000,1,1,28,0,0,0,-1,-1,-1,5030,2025,7770,1385,0,1775,26303,9408,5082,7732,1379,-8,2,university,0
80000,2,2,35,0,0,0,-1,-1,-1,10000,10000,4849,4849,4849,4849,48725,53095,56858,4849,4849,4849,2,university,0
360000,1,1,55,0,0,-1,-1,-1,-2,6015,17454,1775,0,0,0,9210,8485,17231,1770,0,0,3,high school,0
100000,2,2,31,0,0,0,0,-1,-1,1820,2308,3000,780,0,0,85030,49489,50424,51563,780,0,3,high school,0
150000,2,2,30,0,0,2,0,-1,-1,4908,0,0,18439,1381,0,14883,12683,2700,1500,18439,1381,1,graduate school,0
150000,2,2,52,0,0,-1,-1,-1,-1,1010,696,0,2272,1605,3027,5678,3608,694,-6,2266,1601,3,high school,0
50000,1,2,35,0,0,0,0,-1,0,1600,1000,2500,47566,1700,2000,49241,26539,53920,0,47566,48393,1,graduate school,0
360000,1,1,34,0,0,0,-1,-1,-1,1025,1361,116380,4001,5001,4001,3187,3758,-1360,113091,114251,117922,1,graduate school,0
340000,2,1,33,0,0,0,-2,-1,-1,6018,0,0,7687,21200,10600,35695,40924,0,0,7687,21200,1,graduate school,0
210000,1,1,52,0,0,0,-1,-1,-1,1793,8242,12000,8534,11000,7500,44933,38542,39332,11140,8463,10406,1,graduate school,0
110000,2,2,31,0,0,-1,-1,-1,-1,1205,2487,2700,2500,0,0,4061,2705,2487,2500,2500,0,3,high school,0
80000,2,3,43,0,0,-2,-2,-1,-1,0,0,0,2440,905,9213,3408,-11,-11,-11,2429,905,3,high school,0
30000,2,2,28,0,0,0,0,-1,-1,1650,1200,1000,1000,55,0,25354,24826,25412,21658,980,55,3,high school,0
200000,1,2,29,0,0,0,2,-1,-1,2100,3320,0,2400,127187,2187,9228,7532,7246,3506,2376,123687,1,graduate school,0
100000,2,2,26,0,0,0,-1,-1,2,3000,1016,2007,57500,2000,0,24459,26726,25669,881,57540,55038,1,graduate school,0
460000,2,1,28,0,0,0,-1,-1,-1,1335,10000,3316,3316,3316,3316,25537,23314,16098,3316,3316,3316,2,university,0
110000,1,2,39,0,0,0,0,-2,-2,1327,1650,0,0,0,0,18310,19327,20650,0,0,0,1,graduate school,0
130000,1,2,37,0,0,0,-2,-2,-2,5000,0,0,0,0,0,131446,102650,0,0,0,0,2,university,0
130000,1,1,35,0,0,0,-2,-2,-2,7000,0,0,0,0,0,129902,134400,0,0,0,0,2,university,0
90000,1,1,31,0,0,0,0,-2,-2,2500,3000,0,0,0,0,5287,7525,10360,0,0,0,2,university,0
50000,2,1,46,0,0,0,-2,-2,-2,1000,0,0,0,0,0,28718,29166,0,0,0,0,2,university,1
20000,2,3,32,0,0,0,-2,-2,-1,2000,0,0,0,1000,0,19446,20650,0,0,0,1000,3,high school,0
180000,2,1,36,0,0,0,0,-2,-1,2000,5000,0,0,36565,1548,20138,21494,25600,0,0,36565,2,university,0
70000,2,1,53,0,0,-1,-1,-2,-2,0,14000,0,0,0,0,24645,0,14000,0,0,0,2,university,0
150000,2,1,32,0,0,0,-2,-2,-2,11540,0,0,0,0,0,21274,22704,0,0,0,0,2,university,0
90000,1,2,25,0,0,0,0,-2,-2,1172,1061,0,0,0,193,6822,6995,7884,0,0,0,3,high school,1
230000,2,1,35,0,0,0,0,-2,-2,1250,1000,0,0,0,0,4259,5432,6182,0,0,0,1,graduate school,0
50000,1,2,54,0,0,0,0,-2,-1,15000,2650,0,0,16271,2000,72374,81665,67450,0,0,16271,2,university,0
140000,2,1,44,0,0,-2,-2,-2,-2,0,0,0,0,0,0,110575,0,0,0,0,0,2,university,1
160000,1,2,46,0,0,0,0,-2,-2,4318,4000,0,0,0,73175,169746,159376,162998,0,0,0,5,unknown,0
80000,1,1,60,0,0,0,0,-2,-2,3300,6267,0,0,0,4189,53315,47740,50100,0,0,0,1,graduate school,0
90000,2,2,27,0,0,-2,-2,-2,-2,0,0,0,0,0,0,7624,0,0,0,0,0,1,graduate school,0
30000,2,1,30,0,0,0,-2,-2,-2,1525,0,0,0,0,0,14451,15525,0,0,0,0,2,university,0
130000,1,2,29,0,0,-2,-2,-2,-2,0,0,0,0,0,0,102640,-10,-10,-10,-10,-10,1,graduate school,0
20000,1,1,37,0,0,-1,-1,-2,-1,2000,19400,0,0,17666,0,17219,14640,19400,0,0,17666,2,university,1
280000,2,1,44,0,0,-1,-1,-2,-2,0,780,0,0,0,0,390,0,780,0,0,0,2,university,1
190000,1,1,48,0,0,0,0,-2,-2,6561,6900,0,0,0,0,189158,150621,153900,0,0,0,1,graduate school,0
50000,2,2,25,0,0,0,0,-2,-2,1250,1000,0,0,0,40277,8298,5841,3750,0,0,0,3,high school,0
420000,1,1,34,-1,0,0,0,-2,-2,3048,3016,0,0,0,3262,18037,9944,3254,-16,-16,-16,1,graduate school,0
50000,2,1,44,0,0,0,0,-2,-2,1470,1000,0,0,0,0,13226,14470,15000,0,0,0,2,university,0
360000,2,2,26,-1,0,0,-2,-2,-2,12534,0,0,0,0,0,1374,12920,0,0,0,0,1,graduate school,0
200000,1,2,32,0,0,-2,-2,-2,-1,0,0,0,0,2842,204297,10532,0,0,0,0,2842,1,graduate school,0
100000,1,1,40,0,0,-1,-1,-2,-2,2000,2377,40000,0,0,0,12878,7702,2377,0,0,0,3,high school,0
100000,1,1,49,0,0,-2,-2,-2,-2,0,0,0,0,0,0,33333,0,0,0,0,0,3,high school,0
130000,1,2,38,0,0,0,-2,-2,-2,7000,0,0,0,0,0,131197,133400,0,0,0,0,1,graduate school,0
170000,2,1,31,0,0,0,0,-2,-1,5000,4000,0,0,3300,0,63948,62090,63000,0,0,3300,2,university,0
120000,2,1,27,0,0,-1,-1,-2,-2,1000,100,0,0,0,0,50620,15000,100,0,0,0,2,university,0
50000,1,2,25,0,0,0,-2,-2,-2,1650,0,0,0,0,0,41739,20650,0,0,0,0,2,university,0
260000,2,2,33,0,0,-2,-2,-2,-1,1000,2786,14,0,12088,2021,7571,3563,2786,-14,-14,12074,3,high school,0
240000,2,1,55,-1,0,0,-2,-2,-1,3900,0,0,0,21585,0,80199,82300,0,0,0,21585,1,graduate school,0
100000,1,2,37,0,0,-2,-2,-2,-2,0,0,0,0,0,0,7642,0,0,0,0,0,0,,0
20000,1,2,26,0,0,0,-2,-2,-1,1200,0,0,0,19125,1000,18838,15349,0,0,0,19125,2,university,0
240000,2,1,46,0,0,0,0,-2,-2,7053,6520,0,0,0,0,177221,169897,166064,0,0,0,2,university,1
20000,1,1,28,0,0,0,-2,-2,-2,1400,0,0,0,0,0,9278,10400,0,0,0,0,5,unknown,0
130000,1,2,54,0,0,0,0,-2,-2,2419,1000,0,200,0,0,30184,31795,31467,-440,-240,-240,2,university,0
500000,2,1,42,0,0,-2,-2,-2,-2,0,0,0,0,0,0,149838,0,0,0,0,0,2,university,0
200000,1,1,38,0,0,0,-2,-2,-2,1005,220,2387,0,0,3380,7400,2872,212,2387,0,-2620,2,university,0
80000,2,1,40,2,0,0,-2,-2,-2,3800,0,0,0,0,0,80934,82150,0,0,0,0,2,university,1
50000,1,2,41,0,0,0,0,-2,-1,2200,2200,0,0,20000,1000,50611,41732,41111,-39,-39,18056,2,university,0
200000,1,1,43,-1,0,-1,-1,-2,-2,1127,3820,0,0,0,0,18422,13546,3820,0,0,0,1,graduate school,0
180000,2,2,38,0,0,-2,-2,-2,-2,0,0,0,0,0,0,184650,0,0,0,0,0,1,graduate school,0
130000,1,1,38,0,0,0,0,-2,-2,10000,5000,0,0,0,0,233617,115431,35400,0,0,0,2,university,0
30000,1,2,23,0,0,-2,-2,-2,-2,0,0,0,0,0,0,41300,0,0,0,0,0,2,university,0
120000,1,1,32,0,0,0,0,-2,-2,6000,5500,0,0,0,0,106552,110787,112900,0,0,0,1,graduate school,0
100000,1,1,40,0,0,0,-2,-2,-2,1000,0,0,0,0,0,37596,23808,0,0,0,0,2,university,0
20000,2,2,23,0,0,0,-2,-2,-1,1031,650,0,0,1560,150,11967,5252,-340,-780,-780,780,1,graduate school,0
300000,2,2,26,0,0,0,0,-2,-2,11128,47009,34044,11677,15483,6098,293880,242669,76777,34072,11632,15429,5,unknown,0
50000,2,1,34,0,0,0,0,-2,-2,2000,1200,0,0,0,0,2791,4563,5000,0,0,0,2,university,0
